Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,8.15450390152,0.0344790063083,2.61609047869e-29,1.90867885695e-25,0.0964196048443,0,0,0,0,0,0
2.0,676.944873669,14.3269831424,4.49608018743,1.8423615392e-05,1.48402247184e-06,1.10352659832,0,0,0,0,0,0
3.0,671.977576645,19.8732318411,19.2995756364,0.607662314553,0.0111082018446,2.29476872565,5.21763774436e-06,0,0,0,0,0
4.0,665.204315443,25.0242773949,38.7927084477,27.7714173199,0.354773478223,3.26994129155,4.05554969593,0,0,0.0880814699584,0,0
5.0,656.752052229,29.8835647358,58.6512268537,180.007303787,2.08008862224,4.0465067058,91.328470725,0,0,1.98354022417,0,0
6.0,646.766805733,34.5098850375,77.3023665064,527.283772957,5.96840877515,4.68128375676,375.549566139,0.0139619580208,0,8.15677037586,0.000303236275767,0
7.0,635.409732638,38.9411705101,94.3410649264,1047.37000706,11.9456437754,5.2175412224,850.966027511,2.52592736816,1.42189881463e-06,18.5367784568,0.054860015909,0
8.0,622.852412571,43.2039444622,109.769843422,1678.39130193,19.4894513994,5.68448834083,1427.731146,34.0916321031,0.00328739125524,31.749106258,0.740499032767,7.13980288247e-05
9.0,609.271952636,47.3178204215,123.717319473,2362.61489118,28.0261756954,6.10171742106,1982.58676226,154.229704126,0.246854260942,46.4197053612,3.35503775246,0.00536136597984
10.0,594.846287789,51.2979147208,136.339054268,3059.03177598,37.0874072087,6.48261446485,2423.23022789,403.710487534,3.56531366261,61.5524869753,8.84552130724,0.0774341561098
11.0,579.749930943,55.1562549719,147.78431851,3742.02969803,46.3338041746,6.83653839217,2707.80527762,773.017424816,21.1094065631,76.5160579161,17.247442119,0.458469923793
12.0,564.150337336,58.9026567814,158.186590046,4396.98801429,55.5342044759,7.17017638313,2824.22183057,1215.42037701,73.8250622075,90.9427553355,28.000799383,1.60338806982
13.0,548.204973186,62.5452975868,167.662420211,5016.38089884,64.5374426056,7.48839618137,2773.97878907,1673.51747722,185.14896788,104.636467826,40.3679118546,4.02120414613
14.0,532.059116123,66.0911077772,176.313001465,5597.03435648,73.248447811,7.79479428792,2567.39570174,2098.83959595,372.083452649,117.507172846,53.6653599617,8.08118748723
15.0,515.844364936,69.5460463343,184.226358632,6138.35564576,81.6105552175,8.09205771956,2222.09898249,2459.78282779,641.009469525,129.5284694,67.3453327074,13.9219244162
16.0,499.677799317,72.9153006111,191.479441889,6641.23444397,89.5931149782,8.38220894914,1760.8338213,2741.27001366,988.34017989,140.71109423,81.0024713913,21.465513282
17.0,483.661706139,76.2034346311,198.139912937,7107.37416659,97.1830067362,8.666775867,1208.66475807,2940.79841978,1403.52356016,151.086708038,94.3532430019,30.4827773222
18.0,467.883776069,79.4145014629,204.267603869,7538.8896972,104.378869429,8.94691244492,590.435526371,3063.91692651,1872.34751828,160.698062661,107.20949341,40.6650476626
19.0,452.417670958,82.5521299191,209.915689812,7938.06767816,111.187173191,9.22348622687,0,3120.4751637,2379.58129746,169.593076996,119.454351266,51.6815313041
20.0,437.323866275,85.6195925094,215.131629673,8307.22539109,117.619530692,9.4971429998,0,3121.97151878,2910.72904068,177.821295601,131.022715276,63.2173963522
21.0,422.65068158,88.6198594558,219.957925354,8648.62930848,123.690843064,9.76835543764,0,3079.88305771,3453.01058975,185.431799147,141.886283906,74.9950737461
22.0,408.435423665,91.5556421677,224.432740997,8964.44973921,129.418011277,10.0374602688,0,3004.73179576,3995.78089643,192.472000905,152.042385033,86.7833663443
23.0,394.70557987,94.4294286314,228.5904147,9256.73728469,134.819034269,10.3046870746,0,2905.64932835,4530.58756665,198.986984954,161.505770063,98.3986987133
24.0,381.480012024,97.2435125118,232.461887374,9527.41243568,139.912374725,10.57018088,0,2790.25279174,5051.02009414,205.019175873,170.30264549,109.70184267
25.0,368.770113529,100.000017306,236.075067169,9778.26303151,144.716512426,10.8340200669,0,2664.69978953,5552.45662815,210.608210895,178.466365946,120.592417393
