Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,5.13733745796,0.00380986869103,4.55889541823e-38,1.92827964016e-32,0.032051103066,0,0,0,0,0,0
2.0,678.071990059,9.02599937972,1.19557108617,8.48025022591e-09,1.99720797874e-09,0.568580855379,0,0,0,0,0,0
3.0,674.923177836,12.5201360599,6.88968268827,0.00525466967234,0.000155821403567,1.36809064148,0,0,0,0,0,0
4.0,670.601164314,15.7652947588,16.0701497517,0.826945413163,0.0137779852336,2.09613979718,0,0,0,0,0,0
5.0,665.161204755,18.8266457835,26.6011955731,10.4597714394,0.141739180633,2.70788087926,0.0723295465396,0,0,0.00157090733891,0,0
6.0,658.666799307,21.7412275736,37.2884322934,46.4212675624,0.579964210031,3.22178540004,5.84651382831,0,0,0.126978972209,0,0
7.0,651.189012425,24.5329374214,47.6061760962,122.28176788,1.48174277351,3.66117552589,40.5915893627,0,0,0.881598581471,0,0
8.0,642.805289652,27.2184850112,57.3527189509,240.311012218,2.88928987864,4.04463856074,121.697292515,0,0,2.64311307258,0,0
9.0,633.598039898,29.8102268656,66.4710881511,394.76351072,4.7606177083,4.38583122152,248.704214192,0.000145860624105,0,5.4015478199,3.16791042978e-06,0
10.0,623.65312171,32.3176862741,74.9667596748,576.897513927,7.01480654058,4.69467197436,412.641350219,0.0176091331302,0,8.96243677342,0.000382448360177,0
11.0,613.058323648,34.7484406323,82.8706754164,778.035715518,9.56274211603,4.97842507908,602.753902537,0.359501180577,0,13.0988692372,0.00780791634584,0
12.0,601.901904017,37.1086737723,90.22266621,990.816250297,12.3222168153,5.24248749387,808.115273907,2.73545906681,2.13331389414e-06,17.6106644495,0.0594107979401,0
13.0,590.27123834,39.4035374797,97.0641062703,1209.46014291,15.2233957927,5.49093056758,1017.03430493,11.5160625818,0.000178687559932,22.3388360562,0.25011836507,3.88087044228e-06
14.0,578.251609238,41.6373978997,103.434790209,1429.62859242,18.2095188847,5.7268700316,1217.4349972,33.2454473417,0.0044357154782,27.1634085813,0.722145897648,9.63381955421e-05
15.0,565.925161458,43.8140091906,109.371750384,1648.15881465,21.2356327689,5.95272079236,1398.58605158,74.5349661574,0.0492649409555,31.9964870499,1.61987626917,0.00106997293638
16.0,553.37003424,45.936639385,114.908955909,1862.79961808,24.2667289216,6.1703749264,1552.60209936,140.007384452,0.314492820031,36.7750230085,3.04761577199,0.00683039093505
17.0,540.659674144,48.0081638176,120.077396057,2071.98755061,27.2758887708,6.38132810041,1674.771408,231.226025478,1.35338187977,41.4546692837,5.05133400355,0.0293937627013
18.0,527.862323949,50.0311359216,124.905314004,2274.67060367,30.242658598,6.58677090131,1762.91647284,346.572178291,4.36267323379,46.0049602604,7.62186630656,0.0947518092964
19.0,515.040677283,52.007841849,129.41848237,2470.17421668,33.1517061021,6.78765592643,1816.44409399,481.749927822,11.3212457307,50.4056680227,10.7088895506,0.245883305714
20.0,502.251684362,53.9403432809,133.640472413,2658.10122315,35.9917413099,6.98474786097,1835.5907925,630.637619509,24.8793334365,54.6440943695,14.2370088218,0.540348023073
21.0,489.54649132,55.8305114572,137.592897813,2838.25773722,38.7546617992,7.17866142547,1821.03542444,786.257463475,48.0214070158,58.7130722766,18.1194942185,1.04296493362
22.0,476.970494093,57.6800545657,141.295627648,3010.59838335,41.4348793699,7.36989054117,1773.80895642,941.673285904,83.6284943919,62.6094926757,22.2682730408,1.81630636257
23.0,464.563487396,59.4905400378,144.766969378,3175.18577653,44.0287899849,7.55883104283,1695.34822284,1090.68582741,134.078596889,66.3332160812,26.6003523403,2.91201952618
24.0,452.359889789,61.2634128824,148.023825084,3332.16045155,46.5343555231,7.7457985838,1587.56445591,1228.27008697,200.975164819,69.8862652001,31.0414203124,4.36492936092
25.0,440.389026954,63.0000109028,151.081824936,3481.71845237,48.9507724319,7.9310429106,1452.85782004,1350.76488066,285.03119148,73.2722229107,35.5274459418,6.19052118996
