Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,5.78969777008,0.00673640707694,8.41537874882e-36,1.24501079279e-30,0.0426188904066,0,0,0,0,0,0
2.0,677.827963746,10.1721580311,1.68451647896,6.19347017975e-08,1.10496018636e-08,0.67502572553,0,0,0,0,0,0
3.0,674.284050759,14.1099946072,8.99614714076,0.0179678433549,0.000470079518742,1.56404507364,0,0,0,0,0,0
4.0,669.426676293,17.7672369503,20.1934800004,2.05349139903,0.0319384698598,2.35177901117,7.11174612652e-05,0,0,1.54458236185e-06,0,0
5.0,663.324300712,21.2173309624,32.6561160763,21.848465823,0.284090174342,3.00442761287,1.15668189254,0,0,0.0251216848536,0,0
6.0,656.0557441,24.5020183766,45.0578053609,87.0845523466,1.06049060335,3.54860025452,24.0952020024,0,0,0.523317668489,0,0
7.0,647.709032996,27.6482310622,56.8654993065,213.247543065,2.54373287113,4.01214744403,105.133617884,0,0,2.28337076366,0,0
8.0,638.379668125,30.6748005682,67.9025431142,397.546222264,4.73679928655,4.41617149171,254.232512945,0.000249003595138,0,5.52161779857,5.40804683191e-06,0
9.0,628.168638213,33.5956524993,78.1412362712,627.513656792,7.53521885641,4.77578148033,460.614139192,0.0464439451583,0,10.00497204,0.00100870443403,0
10.0,617.180356574,36.4215194518,87.6131038985,888.811373105,10.7994705043,5.10177050815,707.116298967,1.0206674873,0,15.3798497443,0.0221676240589,0
11.0,605.520638726,39.16094103,96.3706924771,1168.89191531,14.3946257891,5.40194860406,974.19964044,7.45934669084,4.40779703444e-05,21.3204080414,0.16200864326,0
12.0,593.294806472,41.8208863148,104.471460603,1457.99412456,18.2057158017,5.68206232598,1240.17903216,29.1941230385,0.00271796626224,27.5693162761,0.634118890572,5.90308297581e-05
13.0,580.605979692,44.4071612866,111.971216805,1748.98700263,22.1407215583,5.94641040758,1484.49439494,77.9819253309,0.0498300861488,33.9371970753,1.69475218796,0.00108224718354
14.0,567.553596693,46.9246865218,118.921710049,2036.86553646,26.1285109327,6.1982568048,1691.79557866,162.447607203,0.421201155641,40.2901401183,3.53730693154,0.00914796259907
15.0,554.232186175,49.3776928973,125.370011014,2318.22835172,30.1152800866,6.44011160535,1853.17144551,285.259150579,2.12030155117,46.5361401073,6.24152247595,0.0460502993144
16.0,540.730398499,51.7698634339,131.358634615,2590.84245862,34.0609859408,6.6739254848,1964.71562083,442.905618317,7.44070243143,52.6137292996,9.78095915374,0.161602755933
17.0,527.130291278,54.1044385881,136.925935596,2853.31069142,37.9362804511,6.90122687694,2025.4016213,627.068046426,20.1433843935,58.4833038554,14.0566232631,0.437489129797
18.0,513.506854346,56.3842960387,142.106571692,3104.82778068,41.720044118,7.12322055994,2035.61524613,826.683652086,45.0123291137,64.1207772415,18.9321470917,0.977611522937
19.0,499.92775199,58.6120122425,146.931948691,3345.0049381,45.3974626974,7.34085979505,1996.58059773,1030.0390412,86.9900318631,69.513024792,24.2604751805,1.88931475453
20.0,486.453255654,60.7899106817,151.430616374,3573.74480299,48.9585488347,7.55490001532,1910.32850955,1226.44165744,150.282864402,74.6546389868,29.9007357088,3.26395596122
21.0,473.136337964,62.9201002136,155.628608628,3791.15251087,52.3970114289,7.76593942141,1779.80493923,1407.2668904,237.730189967,79.5456214264,35.7272803392,5.16320256334
22.0,460.022898383,65.0045059391,159.549731127,3997.47237884,55.7093906595,7.97445013236,1608.88945963,1566.39628754,350.538131233,84.1897373967,41.6334194077,7.61325003773
23.0,447.1520918,67.0448943283,163.215803571,4193.04268846,58.8943939585,8.18080241525,1402.26511978,1700.18891878,488.331838269,88.593337875,47.5319351922,10.6059571124
24.0,434.556733369,69.0428938834,166.646864094,4378.26326385,61.9523835961,8.38528376773,1165.17637558,1807.16322879,649.416083704,92.7645119183,53.3538319432,14.104505568
25.0,422.263755666,71.0000122873,169.861342818,4553.5721301,64.8849789026,8.58811411836,903.140238401,1887.54476236,831.131713792,96.7124736782,59.0462547165,18.0511419089
