Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,6.03433288713,0.0082057152381,5.1240344202e-35,5.26958336805e-30,0.0470377129694,0,0,0,0,0,0
2.0,677.736500227,10.6019675254,1.89676701369,1.23270061347e-07,1.99767846383e-08,0.716339648562,0,0,0,0,0,0
3.0,674.044697729,14.7061915624,9.86617034165,0.0274993228957,0.000688920709466,1.63822062566,0,0,0,0,0,0
4.0,668.987330576,18.5179652722,21.8537408271,2.81332877491,0.0427268577723,2.44735167793,0.000659977011136,0,0,1.43338757106e-05,0,0
5.0,662.638146205,22.1138379045,35.0562057122,28.1930854573,0.361388965138,3.11448806429,2.42490782379,0,0,0.052665966798,0,0
6.0,655.08208374,25.5373149277,48.104384997,108.268653072,1.30684249087,3.66933113206,36.3773451297,0,0,0.790070464535,0,0
7.0,646.413912964,28.8164661775,60.4672935911,258.504629547,3.06687628302,4.14140163798,140.845302093,0,0,3.0589839165,0,0
8.0,636.736266485,31.970918902,71.9805606149,473.192817482,5.62056453347,4.5527127773,321.324852505,0.00241075499528,0,6.97882649894,5.23585850538e-05,0
9.0,626.15741388,35.0151871119,82.6291527358,736.667151293,8.83288607297,4.91889236489,562.571571468,0.209393579749,0,12.2228990847,0.00454776682456,0
10.0,614.788970647,37.9604568934,92.4553797495,1032.17652639,12.538159009,5.25104200957,843.033111452,3.00473102698,2.66484812634e-06,18.3748845071,0.0652590598694,0
11.0,602.743672002,40.8156286792,101.520529908,1345.63815682,16.5822788951,5.55716179617,1137.45608559,16.9246878001,0.000514015814953,25.0717297497,0.36759422694,1.1163780981e-05
12.0,590.133305038,43.5879660183,109.889097468,1666.4224902,20.8373282625,5.84311822749,1419.15717091,55.8485687842,0.0179607522456,32.0360610791,1.21335118837,0.000390085087834
13.0,577.066865181,46.2835202142,117.622601759,1986.97006762,25.2030309212,6.1132865759,1665.90659419,132.511557647,0.223187736006,39.0690889526,2.88283275129,0.00484735864138
14.0,563.648979478,48.9074197551,124.777493281,2302.11702356,29.6032840192,6.37097937306,1863.58340439,253.09842979,1.42894338045,46.0337533143,5.52801638605,0.0310348640441
15.0,549.978618837,51.4640742873,131.404773349,2608.46013857,33.9815343356,6.61873664153,2005.39389182,415.739595158,5.85769809685,52.8384366814,9.15656621289,0.127221880541
16.0,536.148103967,53.9573224522,137.550290806,2903.85144417,38.2964617726,6.85852620625,2089.0828013,611.816580957,17.5838910279,59.4239587248,13.6697915009,0.381900133263
17.0,522.242395671,56.390541627,143.255263786,3187.02340318,42.5184045371,7.09188468107,2114.63748209,828.576381896,42.1528560539,65.7539407933,18.9111506367,0.915507342421
18.0,508.338649317,58.7667310826,148.556834518,3457.3201072,46.6265516343,7.32001862822,2083.25133927,1051.9621178,85.5249027226,71.8079052328,24.704796227,1.85749398101
19.0,494.506005839,61.0885761401,153.488581655,3714.50754068,50.606792177,7.54387848706,1997.1603513,1268.93184244,152.885588787,77.5764075958,30.8800973345,3.32048388146
20.0,480.80558702,63.358498457,158.080966408,3958.64051547,54.4500852279,7.76421354371,1859.75418353,1468.92614189,247.777739111,83.0576213604,37.2846624155,5.38142277132
21.0,467.290660864,65.5786959973,162.361710848,4189.9694582,58.1512274581,7.98161346663,1675.59719893,1644.48827376,371.725707765,88.2549417911,43.7896474113,8.07341771552
22.0,454.00694296,67.7511752041,166.356115352,4408.87499833,61.7079197092,8.19654016193,1450.2577618,1791.23894355,524.294521896,93.1752998642,50.2904924527,11.3870216474
23.0,440.993001459,69.8777771873,170.087324639,4615.82191572,65.120056702,8.40935254107,1189.99200116,1907.46040258,703.428516625,97.8279705846,56.705243714,15.2775880955
24.0,428.280736057,71.9601992587,173.576551662,4811.32659926,68.3891833221,8.62032602023,901.371017553,1993.50865824,905.912142498,102.223726648,62.9717955159,19.6752793449
25.0,415.895904904,74.0000128065,176.843267547,4995.93397941,71.5180757443,8.82966804761,590.927512585,2051.20509921,1127.83693943,106.374234719,69.0448192768,24.4952085283
