Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,7.5021435894,0.0231693080019,6.87052555736e-31,1.04297251606e-26,0.0790395589724,0,0,0,0,0,0
2.0,677.188249338,13.180824491,3.54054222861,4.60551125576e-06,4.50188189167e-07,0.979090001907,0,0,0,0,0,0
3.0,672.612228472,18.2833732938,16.0291621445,0.257907865353,0.00514426670032,2.09033294246,0,0,0,0,0,0
4.0,666.363633871,23.0223352033,33.0993033036,14.7337797114,0.197447074866,3.01784003433,0.832809052248,0,0,0.0180875716035,0,0
5.0,658.551670159,27.4928795569,50.8736925793,107.748477127,1.281321752,3.76351920098,41.1030129284,0,0,0.892706062038,0,0
6.0,649.302078112,31.7490942345,67.8084346358,340.203144127,3.91982749116,4.37583458187,213.30845839,0.000106595510576,0,4.63279539578,2.31512124533e-06,0
7.0,638.75415317,35.8258768693,83.4394550939,711.099576346,8.19919167336,4.89396990481,539.6462388,0.163612221091,0,11.7239952019,0.00355345293354,0
8.0,627.0570123,39.7476289052,97.7069800816,1182.31376235,13.8152134941,5.34504928359,978.69789971,5.73175566977,1.74481694027e-05,21.3805823357,0.124486947405,0
9.0,614.365630363,43.5323947878,110.68943596,1711.41139657,20.361734072,5.74754082136,1457.76767571,42.8911065559,0.00685783043966,32.5927308144,0.931690164016,0.000148943504861
10.0,600.836957616,47.1940815431,122.504095435,2264.92564212,27.4745799114,6.1141968636,1898.41718951,151.840511205,0.259091969055,44.5402887448,3.30341325644,0.00562715370291
11.0,586.626330818,50.7437545741,133.271057057,2819.98932242,34.8714556747,6.45400917062,2247.0978286,355.854045205,2.81480399016,56.6551290575,7.78983906847,0.0611340241612
12.0,571.884321855,54.1904442389,143.101209917,3362.21215797,42.3483123652,6.77345095885,2479.52375744,648.271668309,14.8031022512,68.5748166571,14.4011551731,0.321504877019
13.0,556.754111332,57.5416737798,152.093239839,3883.13418331,49.7634955965,7.07726850122,2588.38285533,999.82249448,49.5098419312,80.0819187001,22.7901866814,1.07529187944
14.0,541.369426486,60.803819155,160.333910008,4378.19751327,57.0215867319,7.36899500666,2574.15610413,1372.53001196,122.886370191,91.054965789,32.4785745498,2.66893835259
15.0,525.853042945,63.9823626275,167.899374366,4845.3280265,64.0603131197,7.65129199925,2442.25677991,1731.33514573,248.375110815,101.433993511,42.9968321344,5.39439693801
16.0,510.31581898,67.0820765622,174.856668917,5283.99733973,70.8408142863,7.9261815932,2202.55653029,2050.3029421,433.516850372,111.197679854,53.9454611177,9.41544409401
17.0,494.856208848,70.1071598606,181.265079223,5694.61838603,77.3406653547,8.19520824972,1868.70615577,2314.05351609,679.234512677,120.348560768,65.0104743749,14.7521245722
18.0,479.560188266,73.0613413459,187.177301497,6078.16073552,83.5489504017,8.45955392402,1456.82631435,2516.39427751,980.954041854,128.903575923,75.9580338113,21.3050955965
19.0,464.50151867,75.9479595255,192.640397727,6435.90722646,89.4627956537,8.72012172214,983.97751852,2657.8933848,1330.44409186,136.888048922,86.6217045714,28.8955826201
20.0,449.742276548,78.7700251087,197.696572737,6769.30055343,95.0849233927,8.97759783176,466.817780261,2743.43887685,1717.61952527,144.3318599,96.8886121708,37.3045490644
21.0,435.333578034,81.5302706994,202.383806368,7079.84695457,100.421915593,9.2324981625,0,2780.24277586,2131.96468446,151.267015082,106.687005779,46.3036079907
22.0,421.316435913,84.2311907943,206.736371141,7369.05617563,105.482971962,9.48520402173,0,2776.39943125,2563.50088721,157.726108489,115.975960041,55.676034894
23.0,407.722694764,86.8750743409,210.785260552,7638.40454982,110.279014598,9.73598978842,0,2739.94281188,3003.35277292,163.741355984,124.737200982,65.2290680369
24.0,394.575999248,89.4640315109,214.558547819,7889.3128628,114.822037909,9.98504465005,0,2678.29225969,3444.01102447,169.343998568,132.968774453,74.7996144377
25.0,381.892759727,92.0000159215,218.08169036,8123.13370989,119.124634002,10.2324898663,0,2597.97424562,3879.38828308,174.56394528,140.68021742,84.2554642731
