Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,7.17596343334,0.0187445776016,9.87004549524e-32,2.21431749753e-27,0.0710928305579,0,0,0,0,0,0
2.0,677.310004376,12.6077451653,3.11703524446,2.19922791232e-06,2.38342980297e-07,0.918585412544,0,0,0,0,0,0
3.0,672.930015451,17.4884440202,14.5178885095,0.16331141753,0.00341252665072,1.98888289001,0,0,0,0,0,0
4.0,666.944850504,22.0213641075,30.4118707517,10.5082706704,0.144462303468,2.8914723215,0.297498110001,0,0,0.00646128707658,0,0
5.0,659.455290429,26.2975369675,47.154046184,81.9529831323,0.989595260317,3.62083918918,25.5936434772,0,0,0.55586194427,0,0
6.0,650.577420208,30.368698833,63.2265082243,269.311652196,3.13257042939,4.22126424449,154.745185981,3.79071025218e-06,0,3.36087209035,0,0
7.0,640.440064788,34.2682300489,78.1423374451,578.423443397,6.70828956872,4.72983930332,418.604595422,0.0264387294697,0,9.09214277299,0.000574216155691,0
8.0,629.18150109,38.0194711267,91.8141289737,980.798485423,11.4988808947,5.17260386326,790.763494714,1.79604463593,0,17.2134025178,0.0390078557122,0
9.0,616.945924247,41.639681971,104.297108915,1440.98741508,17.1715030427,5.56743324584,1218.91221779,18.939979836,0.00063987665845,26.8846302119,0.411366584383,1.38973211757e-05
10.0,603.879950066,45.1421649543,115.690482313,1929.41130899,23.411331428,5.92674093051,1638.92062227,81.9491189228,0.0466125689425,37.377164425,1.78084479334,0.00101236673172
11.0,590.129346338,48.5375043753,126.10041303,2424.95271617,29.9654581303,6.25931894518,1997.37451327,218.684190123,0.763468609844,48.1631881321,4.76612883811,0.0165815838701
12.0,575.836125861,51.8343379677,135.62691521,2913.74195271,36.6456300563,6.57152132367,2264.34380527,436.669359623,5.27901073548,58.8919367039,9.59856616873,0.114653514411
13.0,561.136085334,55.0398618763,144.360026295,3387.20507626,43.3174947355,6.8680240997,2428.12609491,721.875092904,21.3877687464,69.3431195029,16.1427402765,0.464515602461
14.0,546.156832648,58.160174844,152.379494197,3840.37625452,49.8878683448,7.15232122757,2486.15487423,1046.92180365,61.0480598988,79.3857841997,24.063720474,1.32588755093
15.0,531.016310079,61.2005207741,159.755678593,4270.66145271,56.2937936349,7.42705525711,2440.33966078,1380.9651304,137.071770951,88.9480184841,32.9698639511,2.97702752533
16.0,515.821793063,64.1654645378,166.550756595,4676.99254476,62.4941094395,7.69424294083,2296.01924328,1697.0490143,259.492753294,97.9961676906,42.493641515,5.63585823561
17.0,500.669323766,67.0590224753,172.819890211,5059.26653941,68.463252496,7.95543266571,2061.83522063,1975.72917596,433.50034879,106.521023139,52.3254537407,9.41508570028
18.0,485.643525152,69.8847612874,178.612244841,5417.97923958,74.1867913853,8.21181668988,1749.22563311,2205.66669641,659.187361974,114.528768818,62.2210490805,14.3167255179
19.0,470.817734127,72.6458743288,183.97184037,5753.98743613,79.6582299738,8.46431277602,1371.44954871,2382.47907774,932.476302924,122.035076764,71.9966871737,20.2522197041
20.0,456.254390343,75.3452414083,188.938250251,6068.35491176,84.8767179207,8.71362467465,942.45870106,2506.9333119,1246.4984434,129.061258917,81.5198459356,27.0723880677
21.0,442.00561935,77.9854763211,193.54717351,6362.25283455,89.8454029892,8.96028770411,475.897300584,2583.14233282,1592.93789899,135.631757026,90.6992425348,34.5966199938
22.0,428.11395372,80.5689651076,197.830904596,6636.89545806,94.5702370285,9.20470363441,0,2617.06966386,1963.10917123,141.772504397,99.4757590747,42.6362773128
23.0,414.613142472,83.0978971957,201.818722603,6893.49881154,99.0591040452,9.4471677611,0,2615.4247391,2348.7095564,147.509858219,107.81479173,51.011035678
24.0,401.529006735,85.5742910104,205.53721734,7133.25443106,103.321178722,9.68789018318,0,2584.91968289,2742.27726896,152.869907597,115.700058798,59.5588344353
25.0,388.880307357,88.0000152293,209.010565897,7357.31298468,107.36645145,9.92701271381,0,2531.81600234,3137.41963765,157.878030728,123.128711556,68.1408327551
