Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,4.97424737993,0.00326673473677,1.11504238868e-38,6.26204816476e-33,0.0296787026169,0,0,0,0,0,0
2.0,678.133024743,8.73945971687,1.08990019612,4.95862608945e-09,1.25871250845e-09,0.542848136301,0,0,0,0,0,0
3.0,675.083153607,12.1226714231,6.4109471435,0.0037708277434,0.000115665890312,1.3195470985,0,0,0,0,0,0
4.0,670.895447118,15.2648092109,15.1089766645,0.646935294912,0.0109809386651,2.03204132632,0,0,0,0,0,0
5.0,665.622064901,18.2289744888,25.1677164819,8.57386789162,0.117486321161,2.63299772958,0.027559350643,0,0,0.000598554646778,0,0
6.0,659.322908631,21.0510298729,35.4294390103,39.1711285661,0.492780449417,3.13888560347,3.69962286647,0,0,0.0803511841312,0,0
7.0,652.065041794,23.7541140112,45.3732268336,105.235964761,1.2806151796,3.57187956848,30.3174537657,0,0,0.658457198975,0,0
8.0,643.921626155,26.3544061219,54.7929113495,209.776123307,2.52832241735,3.94991832907,97.8363079555,0,0,2.12488231344,0,0
9.0,634.970630138,28.8638704571,63.625275145,348.331615557,4.20551955998,4.28627914282,208.05061056,1.9448841457e-05,0,4.51859962051,0,0
10.0,625.293439137,31.2917279797,71.8699347795,513.351777112,6.24336889423,4.59064936624,353.764522498,0.00434571674966,0,7.68341760654,9.43835356567e-05,0
11.0,614.973451591,33.6453155328,79.5528452058,697.050102028,8.56284326704,4.8701474221,525.549236307,0.128098249266,0,11.4170546099,0.0027821338543,0
12.0,604.094721404,35.9306206367,86.7097067268,892.660405193,11.0893449841,5.13007567368,714.010407291,1.23351977318,0,15.5342040487,0.026790511487,0
13.0,592.740691925,38.1526315279,93.378479209,1094.77150806,13.7584628796,5.37444298611,909.448487199,6.0920832989,2.58504991552e-05,19.8843978884,0.132312995589,0
14.0,580.993054337,40.3155757441,99.596111706,1299.25349633,16.5171531004,5.60632350831,1101.55283037,19.6960489443,0.000937692418164,24.3521648287,0.427793928516,2.0365507207e-05
15.0,568.93075261,42.4230882639,105.397236355,1503.04746169,19.3229180467,5.82810463263,1280.3912693,48.0014768271,0.0137397513826,28.8516267755,1.04283048506,0.000298410225341
16.0,556.629147681,44.4783333728,110.813771621,1703.93902983,22.1422998114,6.04166066884,1437.85470901,96.0984223087,0.108047763802,33.3202378955,2.08948427189,0.00234666237008
17.0,544.1593453,46.4840951249,115.874933637,1900.35993027,24.9492897495,6.24847643609,1568.44574949,166.899515336,0.546114101925,37.7132518017,3.63670976436,0.0118609156512
18.0,531.587685038,48.4428458924,120.607416266,2091.22828639,27.7238939895,6.44973668208,1669.14901048,260.634612267,1.99818861003,41.9992843742,5.70405614404,0.0433981588741
19.0,518.975382451,50.3567992506,125.035626635,2275.82527717,30.4509255269,6.64639184338,1738.75378701,374.976956684,5.73969379598,46.1569075388,8.26868975262,0.124658974631
20.0,506.378312208,52.2279514307,129.181924296,2453.70186178,33.119021107,6.83920717195,1777.11155514,505.568966057,13.7006164612,50.1720880973,11.2778862453,0.297560263767
21.0,493.846917167,54.058114268,133.066842174,2624.6089404,35.71985451,7.02879998562,1784.62062297,646.75907279,28.310824512,54.036279207,14.661674332,0.614875719871
22.0,481.426226704,55.8489417223,136.709281907,2788.445251,38.247511723,7.21566831108,1761.99655455,792.38759079,52.1892608705,57.7450016756,18.343153497,1.13348550953
23.0,469.155966958,57.6019514652,140.126682906,2945.2184888,40.6979956629,7.40021319773,1710.24560035,936.487012159,87.7827677102,61.2967879003,22.2458592815,1.90653198621
24.0,457.070745824,59.3185426322,143.335167383,3095.01621774,43.0688330471,7.58275631273,1630.72331251,1073.80881804,137.055210128,64.6923929004,26.2984531118,2.97666784497
25.0,445.200296335,61.0000105567,146.349664572,3237.98402268,45.358761296,7.76355397141,1525.18851562,1200.14435183,201.286418701,67.9342020273,30.4373245475,4.37168940617
