Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,5.46351761402,0.00510935015734,6.6959293835e-37,1.64893149234e-31,0.0371168242394,0,0,0,0,0,0
2.0,677.949954424,9.59907870541,1.4264402624,2.36089971282e-08,4.81933005972e-09,0.621112700217,0,0,0,0,0,0
3.0,674.603459203,13.3150653336,7.90435928196,0.00989705814309,0.000275149448972,1.46572159812,0,0,0,0,0,0
4.0,670.013392342,16.7662658546,18.0762983997,1.32097886083,0.021242784122,2.22410579875,1.43728416593e-06,0,0,0,0,0
5.0,664.241448075,20.021988373,29.5651272787,15.2848563335,0.202764740034,2.85673084381,0.345429538534,0,0,0.00750229779004,0,0
6.0,657.358603092,23.1216229751,41.1074707624,64.1834043329,0.7913700656,3.38611447227,12.7187564977,0,0,0.276235492684,0,0
7.0,649.444214138,26.0905842418,52.1716210533,162.833753532,1.95722336954,3.83785597505,67.7686728571,0,0,1.47185086362,0,0
8.0,640.584574486,28.9466427897,62.5669735963,311.430934272,3.72700352261,4.23181593085,180.091424827,5.49200343638e-06,0,3.91136075223,0,0
9.0,630.871224828,31.7029396824,72.2503515652,501.192265115,6.03081489489,4.58239007955,344.314576793,0.00381482449499,0,7.47816506794,8.28532195006e-05,0
10.0,620.399175287,34.3696028629,81.2397472553,720.738718179,8.76048993907,4.89994391485,547.721942962,0.173375277025,0,11.899601443,0.00376549430582,0
11.0,609.265142154,36.9546908312,89.57658352,959.510437961,11.8050490634,5.19202188687,776.134018255,1.96826905207,0,16.899409085,0.0427483597277,0
12.0,597.565874393,39.4647800436,97.3092910771,1208.9409757,15.0663060919,5.46420134083,1014.12410522,10.257581984,0.000120532470135,22.2482950046,0.22278447653,2.61781458574e-06
13.0,585.396624751,41.9053493831,104.486311119,1462.54501813,18.4633747846,5.72067169327,1245.30530305,33.3623737918,0.00425039987423,27.7712482332,0.724681369162,9.23133722684e-05
14.0,572.849803491,44.2810422107,111.153304993,1715.61204675,21.9321628645,5.96462630046,1454.86994369,80.1143803435,0.0572090253715,33.3404258047,1.74122670661,0.00124250851979
15.0,560.01383808,46.595851044,117.352239971,1964.82126271,25.4230596693,6.19853054551,1632.02287037,156.634381011,0.405655036406,38.865020319,3.41071328291,0.00881032032194
16.0,546.972249359,48.8532514094,123.12129222,2207.89518603,28.8982766837,6.4243082234,1770.50277312,264.689873274,1.84556178699,44.282006879,5.78881648023,0.0400832950612
17.0,533.802943855,51.0563012028,128.495081713,2443.32255206,32.329416231,6.64347344464,1867.54656769,401.611055838,6.11174624062,49.5487461132,8.85522960764,0.132739488663
18.0,520.57771318,53.2077159802,133.50501784,2670.14823478,35.695439976,6.85722566805,1922.4577749,561.179946431,16.0204933706,54.6373969409,12.536072052,0.347945090392
19.0,507.361924812,55.3099270458,138.179657871,2887.81814171,38.9810419025,7.06651936731,1935.57711758,734.99153986,35.2090537378,59.5308063006,16.7277941422,0.764696635867
20.0,494.214384012,57.3651269813,142.54503822,3096.06612727,42.1753717287,7.27211595109,1907.83591499,913.89624264,67.568926521,64.2195205443,21.3161966427,1.46751262288
21.0,481.187343865,59.3753058354,146.624965392,3294.83193879,45.2710422115,7.47462306165,1840.70590041,1089.22985192,116.606120171,68.6996204658,26.1892500188,2.53253917247
22.0,468.326639327,61.3422802524,150.441265476,3484.20169662,48.2633589859,7.67452475288,1736.28896045,1253.66671909,184.933565557,72.9711516689,31.2445999321,4.01652587695
23.0,455.671921323,63.2677171831,154.013996022,3664.36461724,51.1497220783,7.87220497701,1597.37344477,1401.66447755,273.994308288,77.0369826417,36.393214255,5.95081388314
24.0,443.256968087,65.1531533829,157.361625678,3835.58142568,53.9291589993,8.06796609056,1427.39077842,1529.56241992,384.014795895,80.9019699733,41.5605051561,8.34032134835
25.0,431.110052828,67.000011595,160.501187077,3998.16119707,56.601958619,8.26204360188,1230.27893977,1635.43732659,514.1311003,84.5723448293,46.6859392716,11.1662848346
