Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,5.95278784811,0.00769034688552,2.82937217014e-35,3.2792650409e-30,0.0455366357486,0,0,0,0,0,0
2.0,677.766985259,10.458697694,1.8241931825,9.83072967879e-08,1.64428519207e-08,0.702485949544,0,0,0,0,0,0
3.0,674.124462723,14.507459244,9.57125906531,0.0239089531471,0.000607571325962,1.61345525299,0,0,0,0,0,0
4.0,669.133713392,18.2677224982,21.2934525817,2.53671553267,0.0388285760267,2.41551100114,0.000331518203733,0,0,7.20016098732e-06,0,0
5.0,662.866702225,21.8150022571,34.2484573042,25.9264809117,0.333898773991,3.07786692199,1.91986752425,0,0,0.0416971227924,0,0
6.0,655.40630636,25.1922160774,47.0809905632,100.789786141,1.22011547159,3.62919180115,31.8839594074,0,0,0.69247974338,0,0
7.0,646.845025241,28.4270544724,59.2590876641,242.656050979,2.88399568949,4.09845142753,128.15543846,0,0,2.7833759326,0,0
8.0,637.283093129,31.5388794574,70.614112015,446.857866299,5.31320728263,4.50735729645,297.804474422,0.00118598997937,0,6.46796668708,2.57582198644e-05,0
9.0,626.82633474,34.5420089077,81.1267091075,698.837349723,8.38336287352,4.87136583341,527.126444185,0.130576556284,0,11.4513634192,0.00283595958502,0
10.0,615.583951352,37.4474777462,90.8355349628,982.664822545,11.9377484897,5.20147694458,796.173563871,2.13939623324,0,17.3383596431,0.046465032348,0
11.0,603.666363403,40.2640661295,99.7989270313,1284.77214969,15.8287582575,5.50562820983,1081.75757056,13.0698776129,0.000237973399626,23.7782939769,0.28386657289,5.16848477313e-06
12.0,591.183200397,42.9989394504,108.079009935,1594.81546525,19.93281607,5.78964679586,1358.82237098,45.4909765734,0.009926325951,30.5003616919,0.988222734845,0.000215587391748
13.0,578.241502492,45.6580672383,115.735382344,1905.37197397,24.1523814851,6.05788296695,1605.51230617,112.022790179,0.139275301461,37.3087651447,2.43601985965,0.0030248854536
14.0,564.944175807,48.2465086774,122.822915103,2211.32427113,28.4129729195,6.31363346804,1807.15788223,219.897128746,0.972614840534,44.0673489768,4.79701474352,0.0211239785679
15.0,551.388723931,50.768613824,129.391289878,2509.26378117,32.6589112268,6.55942867625,1956.23156843,368.927511814,4.2517834233,50.6842356164,8.10498781843,0.0923434212248
16.0,537.666261472,53.2281694461,135.485236927,2797.00901892,36.8492590252,6.79723097891,2049.95797556,552.271253487,13.4032556626,57.0993699862,12.2857432456,0.291101958923
17.0,523.860801819,55.6285072807,141.145014296,3073.24487695,40.9544184731,7.02857450031,2088.00499815,758.626443726,33.3796297265,63.2752042945,17.2013819078,0.724963833123
18.0,510.048800781,57.9725860679,146.406931743,3337.26203593,44.9534386181,7.25466541189,2071.27536861,974.833778952,69.808275157,69.1899800007,22.6883196127,1.51614847607
19.0,496.298930356,60.2630548409,151.303840437,3588.77189518,48.8319408334,7.47645527018,2001.61678979,1188.16200813,127.883819529,74.8329616782,28.5828703196,2.7774767054
20.0,482.672052262,62.5023025319,155.865562197,3827.77607245,52.5805391742,7.69469556364,1881.90918125,1387.88100283,211.460620133,80.2010762474,34.7357008737,4.5926603435
21.0,469.22135875,64.6924974027,160.11925494,4054.4745258,56.193641678,7.90997893808,1716.1335587,1566.04683885,322.57125007,85.2965441842,41.0184241188,7.00584433745
22.0,455.992648094,66.8356187824,164.089720096,4269.20076324,59.6685394275,8.12277081938,1509.27265162,1717.63851377,461.369287765,90.1252053105,47.3253256896,10.0203642186
23.0,443.024703615,68.933482901,167.79966061,4472.37600557,63.0047113525,8.33343400369,1267.05638739,1840.26831446,626.374030255,94.6953303075,53.5723884244,13.6040609696
24.0,430.349747602,70.9877641336,171.269898255,4664.47663372,66.2032906404,8.54224801929,995.627779535,1933.67621634,814.870830258,99.0167728498,59.6950061683,17.6979758447
25.0,417.993944756,73.0000126334,174.519558022,4846.01098874,69.2666526105,8.74942454605,701.204887426,1999.16486687,1023.34863432,103.100361905,65.6452151042,22.2258531517
