Age (years),Dens. (trees/acre),Height (ft),BArea (ft2/acre),Vol ob (ft3/acre),Dry Weight (ton/acre),Dq (inches),Pulp (ft3/acre),Saw timber (ft3/acre),Veneer (ft3/acre),GW Pulp (ton/acre),GW Saw timber (ton/acre),GW Veneer (ton/acre)
1.0,680.0,5.05579241894,0.00353005352203,2.2674703221e-38,1.10385712738e-32,0.0308516660614,0,0,0,0,0,0
2.0,678.102505995,8.88272954829,1.14194038532,6.49868433189e-09,1.58848772285e-09,0.555669391367,0,0,0,0,0,0
3.0,675.003156011,12.3214037415,6.64794485563,0.00445731090683,0.000134412178451,1.34379566474,0,0,0,0,0,0
4.0,670.748272612,15.5150519848,15.5860601665,0.732149145399,0.0123114882153,2.06410043775,0,0,0,0,0,0
5.0,665.391552873,18.5278101362,25.8803790796,9.4776029203,0.129142123809,2.67047863794,0.0454550364929,0,0,0.00098722657383,0,0
6.0,658.994685959,21.3961287232,36.3546689894,42.6716893919,0.534950232866,3.18039875154,4.68184223361,0,0,0.101683761011,0,0
7.0,651.626723593,24.1435257163,46.4854832859,113.508097748,1.37832647862,3.61660988584,35.1992391772,0,0,0.764483475879,0,0
8.0,643.362957536,26.7864455666,56.0687917399,224.648724177,2.70424822681,3.99737604688,109.345113955,0,0,2.37483919387,0,0
9.0,634.283565712,29.3370486614,65.0444438699,371.009756842,4.47671900053,4.33616506469,227.806164774,5.52655822332e-05,0,4.94766634148,1.20029936413e-06,0
10.0,624.472161186,31.8047071269,73.4149519568,544.455818467,6.6209880135,4.64278049735,382.503684356,0.00896551512899,0,8.30769661439,0.000194719781708,0
11.0,614.014330905,34.1968780826,81.2087427503,736.759624043,9.05305724985,4.92441417632,563.365288563,0.218368961619,0,12.2403325619,0.00474270090174,0
12.0,602.996227123,36.5196472045,88.4635673126,940.858107488,11.6945586444,5.18641613857,760.282678154,1.86087662816,0,16.5528053586,0.0404159283328,0
13.0,591.50325829,38.7780845038,95.2190824729,1151.15530388,14.4783805382,5.43282678609,962.606106941,8.46020056084,7.02711754141e-05,21.0903494185,0.183746507133,1.52620209103e-06
14.0,579.618913175,40.9764868219,101.513652531,1363.41518385,17.3496191509,5.66674129595,1159.13207003,25.7937108815,0.00209385677422,25.735197756,0.56025263416,4.5475951815e-05
15.0,567.423740697,43.1185487272,107.383103959,1574.5250059,20.2645403796,5.89056101214,1339.47330383,60.2051317021,0.0265762051332,30.4004204257,1.30815740611,0.000577201955237
16.0,554.994497906,45.2074863789,112.860375989,1782.25013833,23.1888991512,6.10616929095,1495.57513824,116.627746963,0.187592572484,35.0231799653,2.53708315554,0.00407427618363
17.0,542.403469951,47.2461294713,117.975567674,1985.02303232,26.0962188441,6.31505651433,1622.30331106,197.36858849,0.872391568788,39.558893577,4.30554628565,0.0189472543846
18.0,529.71795859,49.236990907,122.75614459,2181.7752555,28.9662626142,6.51841046967,1717.06106557,301.782195279,2.98941804633,43.976604918,6.6192584769,0.0649264231937
19.0,516.999930134,51.1823205498,127.227194252,2371.80882466,31.7837583057,6.71718277865,1778.95974736,426.579644685,8.14734159715,48.2554588216,9.44172673332,0.176950075313
20.0,504.305809425,53.0841473558,131.411680208,2554.69952484,34.5373676254,6.91213850174,1808.05337907,566.51573196,18.6335171868,52.3820662829,12.7087102549,0.4046967014
21.0,491.686403607,54.9443128626,135.330674342,2730.22491178,37.2188655074,7.10389373906,1804.87874923,715.246848539,37.1700170772,56.3485504433,16.3415538001,0.807286308396
22.0,479.186937849,56.764498144,139.003560977,2898.31085351,39.822491056,7.2929445359,1770.29591855,866.181974313,66.5345824293,60.1511001598,20.2574377167,1.44504796214
23.0,466.847184627,58.5462457515,142.44821286,3058.99181044,42.3444348506,7.47968939711,1705.50717254,1013.19070695,109.172438569,63.7888973705,24.3763245668,2.37108890018
24.0,454.701668476,60.2909777573,145.681141751,3212.3812385,44.7824332084,7.66444703796,1612.12669822,1151.09361831,166.897894763,67.2633185535,28.6251281745,3.62481365189
25.0,442.779929121,62.0000107297,148.717627234,3358.64944512,47.1354459035,7.84747053729,1492.21924264,1275.92243977,240.731167716,70.5773372625,32.9398205376,5.22838004884
